Model:    gemma3:4b
  [209/1500] B29 → 1  EV=1.53
  [210/1500] B30 → 1  EV=2.14
  [211/1500] B01 → 1  EV=2.90
  [212/1500] B02 → 5  EV=4.46
  [213/1500] B03 → 7  EV=4.45
  [214/1500] B04 → 1  EV=3.30
  [215/1500] B05 → 7  EV=4.76
  [216/1500] B06 → 7  EV=5.44
  [217/1500] B07 → 1  EV=1.98
  [218/1500] B08 → 1  EV=3.00
  [219/1500] B09 → 7  EV=6.14
  [220/1500] B10 → 5  EV=4.60
  [221/1500] B11 → 7  EV=4.34
  [222/1500] B12 → 5  EV=4.34
  [223/1500] B13 → 5  EV=4.84
  [224/1500] B14 → 7  EV=6.73
  [225/1500] B15 → 7  EV=6.65
  [226/1500] B16 → 7  EV=5.60
  [227/1500] B17 → 7  EV=5.09
  [228/1500] B18 → 5  EV=4.95
  [229/1500] B19 → 5  EV=3.45
  [230/1500] B20 → 7  EV=4.17
  [231/1500] B21 → 5  EV=4.25
  [232/1500] B22 → 7  EV=6.64
  [233/1500] B23 → 1  EV=1.64
  [234/1500] B24 → 1  EV=2.21
  [235/1500] B25 → 1  EV=3.19
  [236/1500] B26 → 7  EV=4.61
  [237/1500] B27 → 5  EV=5.01
  [238/1500] B28 → 7  EV=4.58
  [239/1500] B29 → 1  EV=2.84
  [240/1500] B30 → 1  EV=2.40
  [241/1500] B01 → 1  EV=1.56
  [242/1500] B02 → 1  EV=1.99
  [243/1500] B03 → 1  EV=2.75
  [244/1500] B04 → 1  EV=1.98
  [245/1500] B05 → 7  EV=4.39
  [246/1500] B06 → 7  EV=5.33
  [247/1500] B07 → 1  EV=3.69
  [248/1500] B08 → 1  EV=1.96
  [249/1500] B09 → 7  EV=5.06
  [250/1500] B10 → 7  EV=4.80
  [251/1500] B11 → 1  EV=3.30
  [252/1500] B12 → 7  EV=6.08
  [253/1500] B13 → 5  EV=4.86
  [254/1500] B14 → 7  EV=5.80
  [255/1500] B15 → 7  EV=6.23
  [256/1500] B16 → 7  EV=4.38
  [257/1500] B17 → 1  EV=3.23
  [258/1500] B18 → 1  EV=3.44
  [259/1500] B19 → 1  EV=1.38
  [260/1500] B20 → 2  EV=3.33
  [261/1500] B21 → 1  EV=3.84
  [262/1500] B22 → 7  EV=5.68
  [263/1500] B23 → 1  EV=2.47
  [264/1500] B24 → 1  EV=1.16
  [265/1500] B25 → 1  EV=2.48
  [266/1500] B26 → 7  EV=5.39
  [267/1500] B27 → 1  EV=2.30
  [268/1500] B28 → 1  EV=1.42
  [269/1500] B29 → 1  EV=1.78
  [270/1500] B30 → 1  EV=2.36
  [271/1500] B01 → 1  EV=1.38
  [272/1500] B02 → 5  EV=3.49
  [273/1500] B03 → 1  EV=2.85
  [274/1500] B04 → 1  EV=1.14
  [275/1500] B05 → 1  EV=2.23
  [276/1500] B06 → 7  EV=6.54
  [277/1500] B07 → 1  EV=3.63
  [278/1500] B08 → 1  EV=1.20
  [279/1500] B09 → 1  EV=1.52
  [280/1500] B10 → 2  EV=3.30
  [281/1500] B11 → 7  EV=4.66
  [282/1500] B12 → 4  EV=3.79
  [283/1500] B13 → 1  EV=3.61
  [284/1500] B14 → 7  EV=6.61
  [285/1500] B15 → 1  EV=3.63
  [286/1500] B16 → 7  EV=4.09
  [287/1500] B17 → 7  EV=4.24
  [288/1500] B18 → 1  EV=2.88
  [289/1500] B19 → 1  EV=1.42
  [290/1500] B20 → 7  EV=4.34
  [291/1500] B21 → 3  EV=3.01
  [292/1500] B22 → 7  EV=5.36
  [293/1500] B23 → 7  EV=4.21
  [294/1500] B24 → 1  EV=1.23
  [295/1500] B25 → 1  EV=3.85
  [296/1500] B26 → 7  EV=4.84
  [297/1500] B27 → 1  EV=2.08
  [298/1500] B28 → 7  EV=4.26
  [299/1500] B29 → 1  EV=1.88
  [300/1500] B30 → 1  EV=1.13

  Checkpoint: 300/1500 (1.4 prompts/sec)

  [301/1500] B01 → 1  EV=1.73
  [302/1500] B02 → 7  EV=4.08
  [303/1500] B03 → 1  EV=1.12
  [304/1500] B04 → 1  EV=2.88
  [305/1500] B05 → 7  EV=4.20
  [306/1500] B06 → 7  EV=5.29
  [307/1500] B07 → 1  EV=3.91
  [308/1500] B08 → 1  EV=2.89
  [309/1500] B09 → 1  EV=3.32
  [310/1500] B10 → 4  EV=3.41
  [311/1500] B11 → 7  EV=4.51
  [312/1500] B12 → 5  EV=4.47
  [313/1500] B13 → 7  EV=5.22
  [314/1500] B14 → 7  EV=6.19
  [315/1500] B15 → 7  EV=3.84
  [316/1500] B16 → 1  EV=3.42
  [317/1500] B17 → 7  EV=4.36
  [318/1500] B18 → 5  EV=3.64
  [319/1500] B19 → 1  EV=2.34
  [320/1500] B20 → 1  EV=3.97
  [321/1500] B21 → 1  EV=2.34
  [322/1500] B22 → 7  EV=5.07
  [323/1500] B23 → 1  EV=2.79
  [324/1500] B24 → 1  EV=2.32
  [325/1500] B25 → 1  EV=3.52
  [326/1500] B26 → 7  EV=6.48
  [327/1500] B27 → 7  EV=4.57
  [328/1500] B28 → 1  EV=2.65
  [329/1500] B29 → 1  EV=1.80
  [330/1500] B30 → 1  EV=1.42
  [331/1500] B01 → 7  EV=4.47
  [332/1500] B02 → 7  EV=7.00
  [333/1500] B03 → 1  EV=1.02
  [334/1500] B04 → 7  EV=6.45
  [335/1500] B05 → 7  EV=7.00
  [336/1500] B06 → 7  EV=6.94
  [337/1500] B07 → 7  EV=5.84
  [338/1500] B08 → 1  EV=1.66
  [339/1500] B09 → 7  EV=6.96
  [340/1500] B10 → 1  EV=3.44
  [341/1500] B11 → 7  EV=7.00
  [342/1500] B12 → 7  EV=6.50
  [343/1500] B13 → 7  EV=7.00
  [344/1500] B14 → 7  EV=5.87
  [345/1500] B15 → 7  EV=6.85
  [346/1500] B16 → 7  EV=6.41
  [347/1500] B17 → 7  EV=6.96
  [348/1500] B18 → 7  EV=5.94
  [349/1500] B19 → 7  EV=4.70
  [350/1500] B20 → 7  EV=6.60
  [351/1500] B21 → 7  EV=6.51
  [352/1500] B22 → 7  EV=6.91
  [353/1500] B23 → 7  EV=6.82
  [354/1500] B24 → 7  EV=6.90
  [355/1500] B25 → 1  EV=3.98
  [356/1500] B26 → 7  EV=6.50
  [357/1500] B27 → 7  EV=6.99
  [358/1500] B28 → 7  EV=6.53
  [359/1500] B29 → 7  EV=5.83
  [360/1500] B30 → 7  EV=6.75
  [361/1500] B01 → 2  EV=2.82
  [362/1500] B02 → 1  EV=1.60
  [363/1500] B03 → 1  EV=1.08
  [364/1500] B04 → 7  EV=6.04
  [365/1500] B05 → 7  EV=4.30
  [366/1500] B06 → 7  EV=5.00
  [367/1500] B07 → 1  EV=3.02
  [368/1500] B08 → 1  EV=1.10
  [369/1500] B09 → 1  EV=2.41
  [370/1500] B10 → 2  EV=2.75
  [371/1500] B11 → 7  EV=6.97
  [372/1500] B12 → 5  EV=4.87
  [373/1500] B13 → 5  EV=4.93
  [374/1500] B14 → 7  EV=5.47
  [375/1500] B15 → 7  EV=4.49
  [376/1500] B16 → 7  EV=6.38
  [377/1500] B17 → 7  EV=6.06
  [378/1500] B18 → 1  EV=2.56
  [379/1500] B19 → 2  EV=2.47
  [380/1500] B20 → 7  EV=5.87
  [381/1500] B21 → 2  EV=3.05
  [382/1500] B22 → 2  EV=3.48
  [383/1500] B23 → 2  EV=3.45
  [384/1500] B24 → 1  EV=1.15
  [385/1500] B25 → 1  EV=2.34
  [386/1500] B26 → 7  EV=6.04
  [387/1500] B27 → 1  EV=1.35
  [388/1500] B28 → 1  EV=1.04
  [389/1500] B29 → 2  EV=3.52
  [390/1500] B30 → 7  EV=6.72
  [391/1500] B01 → 1  EV=1.86
  [392/1500] B02 → 1  EV=2.64
  [393/1500] B03 → 1  EV=1.09
  [394/1500] B04 → 1  EV=1.79
  [395/1500] B05 → 7  EV=4.16
  [396/1500] B06 → 7  EV=6.98
  [397/1500] B07 → 1  EV=2.37
  [398/1500] B08 → 1  EV=3.08
  [399/1500] B09 → 1  EV=1.21
  [400/1500] B10 → 7  EV=4.26

  Checkpoint: 400/1500 (1.3 prompts/sec)

  [401/1500] B11 → 1  EV=2.20
  [402/1500] B12 → 5  EV=3.94
  [403/1500] B13 → 7  EV=5.40
  [404/1500] B14 → 2  EV=3.85
  [405/1500] B15 → 7  EV=6.40
  [406/1500] B16 → 7  EV=4.58
  [407/1500] B17 → 1  EV=3.32
  [408/1500] B18 → 3  EV=3.71
  [409/1500] B19 → 1  EV=1.81
  [410/1500] B20 → 2  EV=3.88
  [411/1500] B21 → 1  EV=3.59
  [412/1500] B22 → 7  EV=5.99
  [413/1500] B23 → 7  EV=5.77
  [414/1500] B24 → 1  EV=3.94
  [415/1500] B25 → 7  EV=4.04
  [416/1500] B26 → 7  EV=4.65
  [417/1500] B27 → 7  EV=4.93
  [418/1500] B28 → 7  EV=4.09
  [419/1500] B29 → 1  EV=1.26
  [420/1500] B30 → 1  EV=1.65
  [421/1500] B01 → 2  EV=2.58
  [422/1500] B02 → 7  EV=6.15
  [423/1500] B03 → 1  EV=1.27
  [424/1500] B04 → 7  EV=4.63
  [425/1500] B05 → 3  EV=3.70
  [426/1500] B06 → 7  EV=6.94
  [427/1500] B07 → 7  EV=4.20
  [428/1500] B08 → 2  EV=4.23
  [429/1500] B09 → 7  EV=5.29
  [430/1500] B10 → 2  EV=1.97
  [431/1500] B11 → 7  EV=6.82
  [432/1500] B12 → 5  EV=4.60
  [433/1500] B13 → 7  EV=5.35
  [434/1500] B14 → 2  EV=2.28
  [435/1500] B15 → 2  EV=2.69
  [436/1500] B16 → 7  EV=4.69
  [437/1500] B17 → 7  EV=4.11
  [438/1500] B18 → 2  EV=2.56
  [439/1500] B19 → 1  EV=1.95
  [440/1500] B20 → 7  EV=4.50
  [441/1500] B21 → 2  EV=2.30
  [442/1500] B22 → 2  EV=3.91
  [443/1500] B23 → 7  EV=5.05
  [444/1500] B24 → 1  EV=3.04
  [445/1500] B25 → 7  EV=4.42
  [446/1500] B26 → 7  EV=5.43
  [447/1500] B27 → 7  EV=4.67
  [448/1500] B28 → 1  EV=1.26
  [449/1500] B29 → 2  EV=2.35
  [450/1500] B30 → 7  EV=5.01
  [451/1500] B01 → 1  EV=1.67
  [452/1500] B02 → 1  EV=4.01
  [453/1500] B03 → 1  EV=1.01
  [454/1500] B04 → 1  EV=1.86
  [455/1500] B05 → 7  EV=5.05
  [456/1500] B06 → 7  EV=6.59
  [457/1500] B07 → 1  EV=2.89
  [458/1500] B08 → 1  EV=1.02
  [459/1500] B09 → 7  EV=5.62
  [460/1500] B10 → 7  EV=5.99
  [461/1500] B11 → 7  EV=6.25
  [462/1500] B12 → 7  EV=3.96
  [463/1500] B13 → 7  EV=4.17
  [464/1500] B14 → 7  EV=6.60
  [465/1500] B15 → 7  EV=6.81
  [466/1500] B16 → 7  EV=5.39
  [467/1500] B17 → 7  EV=6.12
  [468/1500] B18 → 1  EV=3.10
  [469/1500] B19 → 1  EV=1.04
  [470/1500] B20 → 7  EV=5.63
  [471/1500] B21 → 1  EV=2.21
  [472/1500] B22 → 7  EV=6.73
  [473/1500] B23 → 1  EV=1.03
  [474/1500] B24 → 1  EV=2.26
  [475/1500] B25 → 7  EV=6.39
  [476/1500] B26 → 7  EV=6.00
  [477/1500] B27 → 7  EV=6.72
  [478/1500] B28 → 1  EV=2.86
  [479/1500] B29 → 1  EV=1.28
  [480/1500] B30 → 1  EV=2.84
  [481/1500] B01 → 1  EV=1.20
  [482/1500] B02 → 1  EV=3.14
  [483/1500] B03 → 1  EV=1.00
  [484/1500] B04 → 1  EV=1.01
  [485/1500] B05 → 7  EV=4.82
  [486/1500] B06 → 7  EV=6.67
  [487/1500] B07 → 1  EV=1.77
  [488/1500] B08 → 1  EV=1.90
  [489/1500] B09 → 1  EV=2.25
  [490/1500] B10 → 1  EV=2.82
  [491/1500] B11 → 1  EV=1.17
  [492/1500] B12 → 5  EV=4.40
  [493/1500] B13 → 5  EV=4.95
  [494/1500] B14 → 7  EV=6.77
  [495/1500] B15 → 2  EV=2.39
  [496/1500] B16 → 1  EV=3.05
  [497/1500] B17 → 1  EV=3.70
  [498/1500] B18 → 1  EV=1.87
  [499/1500] B19 → 1  EV=1.43
  [500/1500] B20 → 1  EV=3.13

  Checkpoint: 500/1500 (1.3 prompts/sec)

  [501/1500] B21 → 3  EV=3.55
  [502/1500] B22 → 1  EV=2.81
  [503/1500] B23 → 2  EV=3.64
  [504/1500] B24 → 1  EV=1.04
  [505/1500] B25 → 1  EV=1.31
  [506/1500] B26 → 7  EV=5.35
  [507/1500] B27 → 1  EV=1.51
  [508/1500] B28 → 1  EV=1.03
  [509/1500] B29 → 1  EV=1.47
  [510/1500] B30 → 1  EV=1.03
  [511/1500] B01 → 1  EV=1.54
  [512/1500] B02 → 1  EV=3.35
  [513/1500] B03 → 1  EV=1.05
  [514/1500] B04 → 1  EV=1.84
  [515/1500] B05 → 7  EV=6.67
  [516/1500] B06 → 1  EV=3.71
  [517/1500] B07 → 1  EV=1.13
  [518/1500] B08 → 1  EV=1.52
  [519/1500] B09 → 1  EV=2.20
  [520/1500] B10 → 7  EV=4.29
  [521/1500] B11 → 1  EV=2.44
  [522/1500] B12 → 7  EV=4.75
  [523/1500] B13 → 7  EV=6.31
  [524/1500] B14 → 1  EV=2.30
  [525/1500] B15 → 1  EV=3.41
  [526/1500] B16 → 7  EV=5.25
  [527/1500] B17 → 1  EV=2.01
  [528/1500] B18 → 7  EV=4.76
  [529/1500] B19 → 1  EV=1.04
  [530/1500] B20 → 1  EV=3.44
  [531/1500] B21 → 1  EV=1.74
  [532/1500] B22 → 7  EV=6.49
  [533/1500] B23 → 1  EV=1.71
  [534/1500] B24 → 1  EV=1.16
  [535/1500] B25 → 7  EV=4.49
  [536/1500] B26 → 7  EV=4.29
  [537/1500] B27 → 2  EV=4.21
  [538/1500] B28 → 1  EV=2.28
  [539/1500] B29 → 1  EV=1.17
  [540/1500] B30 → 1  EV=1.35
  [541/1500] B01 → 1  EV=3.28
  [542/1500] B02 → 1  EV=1.09
  [543/1500] B03 → 7  EV=4.08
  [544/1500] B04 → 1  EV=1.25
  [545/1500] B05 → 7  EV=6.44
  [546/1500] B06 → 7  EV=4.97
  [547/1500] B07 → 7  EV=6.75
  [548/1500] B08 → 1  EV=1.02
  [549/1500] B09 → 7  EV=6.30
  [550/1500] B10 → 7  EV=6.79
  [551/1500] B11 → 7  EV=7.00
  [552/1500] B12 → 7  EV=5.50
  [553/1500] B13 → 5  EV=5.38
  [554/1500] B14 → 7  EV=6.45
  [555/1500] B15 → 7  EV=6.88
  [556/1500] B16 → 7  EV=6.85
  [557/1500] B17 → 7  EV=6.96
  [558/1500] B18 → 7  EV=6.71
  [559/1500] B19 → 1  EV=2.42
  [560/1500] B20 → 7  EV=4.53
  [561/1500] B21 → 7  EV=4.23
  [562/1500] B22 → 7  EV=6.96
  [563/1500] B23 → 1  EV=1.24
  [564/1500] B24 → 1  EV=2.94
  [565/1500] B25 → 7  EV=6.83
  [566/1500] B26 → 7  EV=6.71
  [567/1500] B27 → 7  EV=6.84
  [568/1500] B28 → 7  EV=5.93
  [569/1500] B29 → 7  EV=5.26
  [570/1500] B30 → 7  EV=5.41
  [571/1500] B01 → 2  EV=2.52
  [572/1500] B02 → 1  EV=3.41
  [573/1500] B03 → 1  EV=1.17
  [574/1500] B04 → 2  EV=2.14
  [575/1500] B05 → 7  EV=4.57
  [576/1500] B06 → 7  EV=6.76
  [577/1500] B07 → 7  EV=5.33
  [578/1500] B08 → 1  EV=1.00
  [579/1500] B09 → 7  EV=4.97
  [580/1500] B10 → 2  EV=2.02
  [581/1500] B11 → 7  EV=6.99
  [582/1500] B12 → 2  EV=4.23
  [583/1500] B13 → 2  EV=3.49
  [584/1500] B14 → 2  EV=2.81
  [585/1500] B15 → 7  EV=6.81
  [586/1500] B16 → 7  EV=5.69
  [587/1500] B17 → 7  EV=5.88
  [588/1500] B18 → 2  EV=3.03
  [589/1500] B19 → 2  EV=2.14
  [590/1500] B20 → 2  EV=4.23
  [591/1500] B21 → 2  EV=2.89
  [592/1500] B22 → 2  EV=3.57
  [593/1500] B23 → 2  EV=3.98
  [594/1500] B24 → 1  EV=1.39
  [595/1500] B25 → 2  EV=2.35
  [596/1500] B26 → 7  EV=5.64
  [597/1500] B27 → 7  EV=5.27
  [598/1500] B28 → 2  EV=2.28
  [599/1500] B29 → 1  EV=2.20
  [600/1500] B30 → 1  EV=3.39

  Checkpoint: 600/1500 (1.3 prompts/sec)

  [601/1500] B01 → 1  EV=1.42
  [602/1500] B02 → 7  EV=4.41
  [603/1500] B03 → 1  EV=1.00
  [604/1500] B04 → 1  EV=1.03
  [605/1500] B05 → 1  EV=1.19
  [606/1500] B06 → 7  EV=4.57
  [607/1500] B07 → 1  EV=1.62
  [608/1500] B08 → 1  EV=2.61
  [609/1500] B09 → 1  EV=1.09
  [610/1500] B10 → 2  EV=2.37
  [611/1500] B11 → 1  EV=2.62
  [612/1500] B12 → 1  EV=3.03
  [613/1500] B13 → 2  EV=3.43
  [614/1500] B14 → 7  EV=6.42
  [615/1500] B15 → 1  EV=2.01
  [616/1500] B16 → 1  EV=3.73
  [617/1500] B17 → 1  EV=3.58
  [618/1500] B18 → 1  EV=2.03
  [619/1500] B19 → 1  EV=1.20
  [620/1500] B20 → 1  EV=3.55
  [621/1500] B21 → 3  EV=2.98
  [622/1500] B22 → 2  EV=3.85
  [623/1500] B23 → 1  EV=1.01
  [624/1500] B24 → 1  EV=1.05
  [625/1500] B25 → 1  EV=2.83
  [626/1500] B26 → 7  EV=4.16
  [627/1500] B27 → 1  EV=2.68
  [628/1500] B28 → 1  EV=1.69
  [629/1500] B29 → 1  EV=1.34
  [630/1500] B30 → 1  EV=1.95
  [631/1500] B01 → 2  EV=3.78
  [632/1500] B02 → 7  EV=5.38
  [633/1500] B03 → 1  EV=1.36
  [634/1500] B04 → 1  EV=1.62
  [635/1500] B05 → 7  EV=6.18
  [636/1500] B06 → 7  EV=5.99
  [637/1500] B07 → 1  EV=3.55
  [638/1500] B08 → 1  EV=1.29
  [639/1500] B09 → 7  EV=6.77
  [640/1500] B10 → 7  EV=4.63
  [641/1500] B11 → 7  EV=5.56
  [642/1500] B12 → 5  EV=4.66
  [643/1500] B13 → 5  EV=4.74
  [644/1500] B14 → 7  EV=6.86
  [645/1500] B15 → 7  EV=6.32
  [646/1500] B16 → 7  EV=6.51
  [647/1500] B17 → 7  EV=5.58
  [648/1500] B18 → 1  EV=1.81
  [649/1500] B19 → 4  EV=3.75
  [650/1500] B20 → 7  EV=4.57
  [651/1500] B21 → 2  EV=3.98
  [652/1500] B22 → 7  EV=5.68
  [653/1500] B23 → 7  EV=4.93
  [654/1500] B24 → 7  EV=4.79
  [655/1500] B25 → 1  EV=2.63
  [656/1500] B26 → 7  EV=5.24
  [657/1500] B27 → 7  EV=5.45
  [658/1500] B28 → 1  EV=2.85
  [659/1500] B29 → 1  EV=2.80
  [660/1500] B30 → 7  EV=6.81
  [661/1500] B01 → 1  EV=1.51
  [662/1500] B02 → 1  EV=1.06
  [663/1500] B03 → 1  EV=2.55
  [664/1500] B04 → 1  EV=2.28
  [665/1500] B05 → 1  EV=1.47
  [666/1500] B06 → 7  EV=5.63
  [667/1500] B07 → 1  EV=2.14
  [668/1500] B08 → 1  EV=2.15
  [669/1500] B09 → 1  EV=1.15
  [670/1500] B10 → 1  EV=2.50
  [671/1500] B11 → 1  EV=4.06
  [672/1500] B12 → 5  EV=3.72
  [673/1500] B13 → 5  EV=3.77
  [674/1500] B14 → 2  EV=3.21
  [675/1500] B15 → 7  EV=4.80
  [676/1500] B16 → 7  EV=4.14
  [677/1500] B17 → 1  EV=2.80
  [678/1500] B18 → 5  EV=4.59
  [679/1500] B19 → 1  EV=1.77
  [680/1500] B20 → 1  EV=3.64
  [681/1500] B21 → 5  EV=4.20
  [682/1500] B22 → 1  EV=3.40
  [683/1500] B23 → 1  EV=1.08
  [684/1500] B24 → 1  EV=2.02
  [685/1500] B25 → 1  EV=2.26
  [686/1500] B26 → 5  EV=5.39
  [687/1500] B27 → 5  EV=4.01
  [688/1500] B28 → 1  EV=1.54
  [689/1500] B29 → 1  EV=1.11
  [690/1500] B30 → 1  EV=1.03
  [691/1500] B01 → 1  EV=1.89
  [692/1500] B02 → 5  EV=3.90
  [693/1500] B03 → 7  EV=4.12
  [694/1500] B04 → 1  EV=1.11
  [695/1500] B05 → 1  EV=2.49
  [696/1500] B06 → 1  EV=3.29
  [697/1500] B07 → 1  EV=1.71
  [698/1500] B08 → 1  EV=1.09
  [699/1500] B09 → 1  EV=1.30
  [700/1500] B10 → 2  EV=3.44

  Checkpoint: 700/1500 (1.3 prompts/sec)

  [701/1500] B11 → 7  EV=6.85
  [702/1500] B12 → 5  EV=4.41
  [703/1500] B13 → 5  EV=4.88
  [704/1500] B14 → 2  EV=2.68
  [705/1500] B15 → 2  EV=2.95
  [706/1500] B16 → 7  EV=5.12
  [707/1500] B17 → 7  EV=4.95
  [708/1500] B18 → 1  EV=1.19
  [709/1500] B19 → 1  EV=1.12
  [710/1500] B20 → 2  EV=4.00
  [711/1500] B21 → 5  EV=3.99
  [712/1500] B22 → 7  EV=5.30
  [713/1500] B23 → 5  EV=4.91
  [714/1500] B24 → 1  EV=1.40
  [715/1500] B25 → 1  EV=2.06
  [716/1500] B26 → 7  EV=5.62
  [717/1500] B27 → 1  EV=1.08
  [718/1500] B28 → 1  EV=1.40
  [719/1500] B29 → 1  EV=2.65
  [720/1500] B30 → 1  EV=1.15
  [721/1500] B01 → 1  EV=1.66
  [722/1500] B02 → 1  EV=1.01
  [723/1500] B03 → 1  EV=1.84
  [724/1500] B04 → 1  EV=1.16
  [725/1500] B05 → 1  EV=1.11
  [726/1500] B06 → 1  EV=1.56
  [727/1500] B07 → 1  EV=1.24
  [728/1500] B08 → 1  EV=2.22
  [729/1500] B09 → 1  EV=1.35
  [730/1500] B10 → 1  EV=1.02
  [731/1500] B11 → 1  EV=1.16
  [732/1500] B12 → 3  EV=3.06
  [733/1500] B13 → 2  EV=2.85
  [734/1500] B14 → 2  EV=2.06
  [735/1500] B15 → 1  EV=1.30
  [736/1500] B16 → 2  EV=3.18
  [737/1500] B17 → 1  EV=2.76
  [738/1500] B18 → 1  EV=1.10
  [739/1500] B19 → 1  EV=1.20
  [740/1500] B20 → 2  EV=3.03
  [741/1500] B21 → 1  EV=2.04
  [742/1500] B22 → 2  EV=3.30
  [743/1500] B23 → 1  EV=1.13
  [744/1500] B24 → 1  EV=1.10
  [745/1500] B25 → 1  EV=1.69
  [746/1500] B26 → 2  EV=3.69
  [747/1500] B27 → 1  EV=1.20
  [748/1500] B28 → 1  EV=1.01
  [749/1500] B29 → 2  EV=1.69
  [750/1500] B30 → 7  EV=3.49
  [751/1500] B01 → 1  EV=1.75
  [752/1500] B02 → 7  EV=4.77
  [753/1500] B03 → 1  EV=1.12
  [754/1500] B04 → 1  EV=3.09
  [755/1500] B05 → 7  EV=5.71
  [756/1500] B06 → 7  EV=5.95
  [757/1500] B07 → 7  EV=5.34
  [758/1500] B08 → 1  EV=1.01
  [759/1500] B09 → 1  EV=3.39
  [760/1500] B10 → 1  EV=1.83
  [761/1500] B11 → 7  EV=7.00
  [762/1500] B12 → 7  EV=6.48
  [763/1500] B13 → 7  EV=6.90
  [764/1500] B14 → 7  EV=6.77
  [765/1500] B15 → 7  EV=6.28
  [766/1500] B16 → 7  EV=6.04
  [767/1500] B17 → 7  EV=5.87
  [768/1500] B18 → 7  EV=4.70
  [769/1500] B19 → 1  EV=2.06
  [770/1500] B20 → 7  EV=5.14
  [771/1500] B21 → 3  EV=3.98
  [772/1500] B22 → 7  EV=6.88
  [773/1500] B23 → 7  EV=6.89
  [774/1500] B24 → 7  EV=4.30
  [775/1500] B25 → 7  EV=5.99
  [776/1500] B26 → 7  EV=6.66
  [777/1500] B27 → 7  EV=5.32
  [778/1500] B28 → 1  EV=3.34
  [779/1500] B29 → 1  EV=2.58
  [780/1500] B30 → 1  EV=3.13
  [781/1500] B01 → 7  EV=4.17
  [782/1500] B02 → 7  EV=6.62
  [783/1500] B03 → 7  EV=4.60
  [784/1500] B04 → 7  EV=6.31
  [785/1500] B05 → 7  EV=6.89
  [786/1500] B06 → 7  EV=7.00
  [787/1500] B07 → 7  EV=5.10
  [788/1500] B08 → 1  EV=1.05
  [789/1500] B09 → 7  EV=6.72
  [790/1500] B10 → 7  EV=6.10
  [791/1500] B11 → 7  EV=6.69
  [792/1500] B12 → 7  EV=6.96
  [793/1500] B13 → 7  EV=6.86
  [794/1500] B14 → 7  EV=4.23
  [795/1500] B15 → 7  EV=5.54
  [796/1500] B16 → 7  EV=6.32
  [797/1500] B17 → 7  EV=6.88
  [798/1500] B18 → 5  EV=5.53
  [799/1500] B19 → 1  EV=1.46
  [800/1500] B20 → 7  EV=5.57

  Checkpoint: 800/1500 (1.3 prompts/sec)

  [801/1500] B21 → 7  EV=5.04
  [802/1500] B22 → 7  EV=6.18
  [803/1500] B23 → 7  EV=5.03
  [804/1500] B24 → 7  EV=4.54
  [805/1500] B25 → 7  EV=4.22
  [806/1500] B26 → 7  EV=5.77
  [807/1500] B27 → 7  EV=4.79
  [808/1500] B28 → 1  EV=1.94
  [809/1500] B29 → 1  EV=3.19
  [810/1500] B30 → 7  EV=5.99
  [811/1500] B01 → 1  EV=1.02
  [812/1500] B02 → 1  EV=3.04
  [813/1500] B03 → 1  EV=1.21
  [814/1500] B04 → 1  EV=3.41
  [815/1500] B05 → 7  EV=4.56
  [816/1500] B06 → 7  EV=5.62
  [817/1500] B07 → 1  EV=2.07
  [818/1500] B08 → 7  EV=4.09
  [819/1500] B09 → 1  EV=1.88
  [820/1500] B10 → 1  EV=1.75
  [821/1500] B11 → 7  EV=5.75
  [822/1500] B12 → 1  EV=3.53
  [823/1500] B13 → 5  EV=4.04
  [824/1500] B14 → 2  EV=3.99
  [825/1500] B15 → 7  EV=6.27
  [826/1500] B16 → 7  EV=5.74
  [827/1500] B17 → 7  EV=6.55
  [828/1500] B18 → 1  EV=1.03
  [829/1500] B19 → 1  EV=1.04
  [830/1500] B20 → 7  EV=6.21
  [831/1500] B21 → 1  EV=1.23
  [832/1500] B22 → 7  EV=4.92
  [833/1500] B23 → 1  EV=1.11
  [834/1500] B24 → 1  EV=1.17
  [835/1500] B25 → 7  EV=5.00
  [836/1500] B26 → 7  EV=6.27
  [837/1500] B27 → 1  EV=3.00
  [838/1500] B28 → 1  EV=1.01
  [839/1500] B29 → 1  EV=3.81
  [840/1500] B30 → 7  EV=4.14
  [841/1500] B01 → 1  EV=3.29
  [842/1500] B02 → 7  EV=4.52
  [843/1500] B03 → 1  EV=3.60
  [844/1500] B04 → 7  EV=5.36
  [845/1500] B05 → 7  EV=5.42
  [846/1500] B06 → 7  EV=6.48
  [847/1500] B07 → 1  EV=2.81
  [848/1500] B08 → 1  EV=1.05
  [849/1500] B09 → 1  EV=3.76
  [850/1500] B10 → 7  EV=5.26
  [851/1500] B11 → 7  EV=5.96
  [852/1500] B12 → 5  EV=4.58
  [853/1500] B13 → 5  EV=4.94
  [854/1500] B14 → 7  EV=6.37
  [855/1500] B15 → 7  EV=4.27
  [856/1500] B16 → 7  EV=5.30
  [857/1500] B17 → 7  EV=6.18
  [858/1500] B18 → 5  EV=5.01
  [859/1500] B19 → 1  EV=1.93
  [860/1500] B20 → 7  EV=4.23
  [861/1500] B21 → 7  EV=4.38
  [862/1500] B22 → 7  EV=4.17
  [863/1500] B23 → 1  EV=1.05
  [864/1500] B24 → 1  EV=3.77
  [865/1500] B25 → 1  EV=3.11
