Model:    phi4-mini:latest
  [2117/12000] B17 → 6  EV=4.24
  [2118/12000] B18 → 1  EV=3.16
  [2119/12000] B19 → 1  EV=2.63
  [2120/12000] B20 → 3  EV=3.37
  [2121/12000] B21 → 3  EV=2.65
  [2122/12000] B22 → 3  EV=3.17
  [2123/12000] B23 → 1  EV=2.33
  [2124/12000] B24 → 3  EV=2.81
  [2125/12000] B25 → 3  EV=3.27
  [2126/12000] B26 → 3  EV=3.65
  [2127/12000] B27 → 3  EV=3.71
  [2128/12000] B28 → 3  EV=3.09
  [2129/12000] B29 → 1  EV=2.97
  [2130/12000] B30 → 3  EV=2.92
  [2131/12000] B01 → 3  EV=4.21
  [2132/12000] B02 → 1  EV=2.82
  [2133/12000] B03 → 4  EV=3.01
  [2134/12000] B04 → 3  EV=2.49
  [2135/12000] B05 → 1  EV=2.30
  [2136/12000] B06 → 1  EV=2.39
  [2137/12000] B07 → 1  EV=2.86
  [2138/12000] B08 → 1  EV=2.36
  [2139/12000] B09 → 1  EV=3.06
  [2140/12000] B10 → 7  EV=4.75
  [2141/12000] B11 → 1  EV=2.58
  [2142/12000] B12 → 1  EV=3.68
  [2143/12000] B13 → 6  EV=5.28
  [2144/12000] B14 → 4  EV=4.21
  [2145/12000] B15 → 3  EV=3.31
  [2146/12000] B16 → 1  EV=2.92
  [2147/12000] B17 → 6  EV=4.47
  [2148/12000] B18 → 1  EV=2.06
  [2149/12000] B19 → 6  EV=4.22
  [2150/12000] B20 → 3  EV=3.06
  [2151/12000] B21 → 3  EV=2.92
  [2152/12000] B22 → 1  EV=3.52
  [2153/12000] B23 → 1  EV=2.57
  [2154/12000] B24 → 1  EV=2.65
  [2155/12000] B25 → 1  EV=3.31
  [2156/12000] B26 → 1  EV=3.19
  [2157/12000] B27 → 1  EV=3.36
  [2158/12000] B28 → 3  EV=2.86
  [2159/12000] B29 → 1  EV=3.22
  [2160/12000] B30 → 3  EV=2.89
  [2161/12000] B01 → 3  EV=3.86
  [2162/12000] B02 → 1  EV=3.05
  [2163/12000] B03 → 2  EV=2.85
  [2164/12000] B04 → 2  EV=3.62
  [2165/12000] B05 → 1  EV=2.41
  [2166/12000] B06 → 1  EV=3.11
  [2167/12000] B07 → 4  EV=3.45
  [2168/12000] B08 → 2  EV=3.29
  [2169/12000] B09 → 4  EV=3.48
  [2170/12000] B10 → 1  EV=3.53
  [2171/12000] B11 → 1  EV=2.86
  [2172/12000] B12 → 4  EV=3.61
  [2173/12000] B13 → 1  EV=2.12
  [2174/12000] B14 → 6  EV=4.36
  [2175/12000] B15 → 3  EV=3.20
  [2176/12000] B16 → 4  EV=3.59
  [2177/12000] B17 → 6  EV=4.59
  [2178/12000] B18 → 6  EV=4.41
  [2179/12000] B19 → 6  EV=4.68
  [2180/12000] B20 → 4  EV=3.66
  [2181/12000] B21 → 3  EV=2.92
  [2182/12000] B22 → 6  EV=3.58
  [2183/12000] B23 → 4  EV=3.43
  [2184/12000] B24 → 1  EV=2.85
  [2185/12000] B25 → 1  EV=2.92
  [2186/12000] B26 → 1  EV=3.44
  [2187/12000] B27 → 1  EV=3.18
  [2188/12000] B28 → 3  EV=3.25
  [2189/12000] B29 → 4  EV=3.41
  [2190/12000] B30 → 3  EV=3.19
  [2191/12000] B01 → 1  EV=2.41
  [2192/12000] B02 → 1  EV=3.67
  [2193/12000] B03 → 2  EV=3.20
  [2194/12000] B04 → 1  EV=2.78
  [2195/12000] B05 → 1  EV=2.56
  [2196/12000] B06 → 1  EV=2.12
  [2197/12000] B07 → 1  EV=2.26
  [2198/12000] B08 → 1  EV=2.56
  [2199/12000] B09 → 1  EV=3.21
  [2200/12000] B10 → 1  EV=3.28

  Checkpoint: 2200/12000 (1.0 prompts/sec)

  [2201/12000] B11 → 6  EV=3.95
  [2202/12000] B12 → 1  EV=3.72
  [2203/12000] B13 → 2  EV=3.42
  [2204/12000] B14 → 1  EV=3.65
  [2205/12000] B15 → 1  EV=3.37
  [2206/12000] B16 → 2  EV=3.28
  [2207/12000] B17 → 6  EV=4.25
  [2208/12000] B18 → 1  EV=2.49
  [2209/12000] B19 → 1  EV=2.61
  [2210/12000] B20 → 1  EV=3.17
  [2211/12000] B21 → 1  EV=3.48
  [2212/12000] B22 → 1  EV=3.22
  [2213/12000] B23 → 1  EV=1.84
  [2214/12000] B24 → 1  EV=2.30
  [2215/12000] B25 → 1  EV=2.75
  [2216/12000] B26 → 1  EV=3.10
  [2217/12000] B27 → 7  EV=3.86
  [2218/12000] B28 → 1  EV=2.95
  [2219/12000] B29 → 1  EV=3.73
  [2220/12000] B30 → 1  EV=2.19
  [2221/12000] B01 → 3  EV=3.99
  [2222/12000] B02 → 6  EV=4.75
  [2223/12000] B03 → 1  EV=1.92
  [2224/12000] B04 → 3  EV=3.73
  [2225/12000] B05 → 3  EV=3.20
  [2226/12000] B06 → 1  EV=2.89
  [2227/12000] B07 → 2  EV=2.89
  [2228/12000] B08 → 1  EV=3.05
  [2229/12000] B09 → 4  EV=4.22
  [2230/12000] B10 → 1  EV=3.07
  [2231/12000] B11 → 1  EV=3.20
  [2232/12000] B12 → 1  EV=3.25
  [2233/12000] B13 → 6  EV=5.17
  [2234/12000] B14 → 6  EV=4.70
  [2235/12000] B15 → 3  EV=3.40
  [2236/12000] B16 → 3  EV=3.31
  [2237/12000] B17 → 6  EV=3.89
  [2238/12000] B18 → 1  EV=2.61
  [2239/12000] B19 → 6  EV=3.87
  [2240/12000] B20 → 3  EV=3.24
  [2241/12000] B21 → 3  EV=3.38
  [2242/12000] B22 → 3  EV=3.57
  [2243/12000] B23 → 3  EV=2.78
  [2244/12000] B24 → 1  EV=2.65
  [2245/12000] B25 → 3  EV=2.64
  [2246/12000] B26 → 1  EV=3.05
  [2247/12000] B27 → 3  EV=3.05
  [2248/12000] B28 → 3  EV=3.04
  [2249/12000] B29 → 1  EV=2.95
  [2250/12000] B30 → 3  EV=2.91
  [2251/12000] B01 → 1  EV=3.43
  [2252/12000] B02 → 1  EV=3.19
  [2253/12000] B03 → 1  EV=1.94
  [2254/12000] B04 → 1  EV=2.61
  [2255/12000] B05 → 1  EV=2.80
  [2256/12000] B06 → 1  EV=3.06
  [2257/12000] B07 → 4  EV=3.42
  [2258/12000] B08 → 1  EV=3.51
  [2259/12000] B09 → 1  EV=3.97
  [2260/12000] B10 → 3  EV=3.36
  [2261/12000] B11 → 1  EV=3.93
  [2262/12000] B12 → 7  EV=4.03
  [2263/12000] B13 → 4  EV=3.48
  [2264/12000] B14 → 4  EV=4.53
  [2265/12000] B15 → 3  EV=4.45
  [2266/12000] B16 → 3  EV=3.25
  [2267/12000] B17 → 6  EV=4.29
  [2268/12000] B18 → 1  EV=2.90
  [2269/12000] B19 → 4  EV=3.59
  [2270/12000] B20 → 4  EV=3.94
  [2271/12000] B21 → 1  EV=3.47
  [2272/12000] B22 → 4  EV=3.51
  [2273/12000] B23 → 4  EV=3.94
  [2274/12000] B24 → 4  EV=4.00
  [2275/12000] B25 → 1  EV=3.48
  [2276/12000] B26 → 4  EV=3.95
  [2277/12000] B27 → 4  EV=3.85
  [2278/12000] B28 → 3  EV=3.27
  [2279/12000] B29 → 4  EV=4.14
  [2280/12000] B30 → 1  EV=3.22
  [2281/12000] B01 → 2  EV=3.67
  [2282/12000] B02 → 1  EV=2.85
  [2283/12000] B03 → 1  EV=1.72
  [2284/12000] B04 → 2  EV=3.27
  [2285/12000] B05 → 1  EV=1.86
  [2286/12000] B06 → 1  EV=1.91
  [2287/12000] B07 → 1  EV=2.55
  [2288/12000] B08 → 1  EV=2.60
  [2289/12000] B09 → 1  EV=2.54
  [2290/12000] B10 → 1  EV=3.43
  [2291/12000] B11 → 1  EV=2.80
  [2292/12000] B12 → 1  EV=2.27
  [2293/12000] B13 → 6  EV=5.67
  [2294/12000] B14 → 6  EV=4.62
  [2295/12000] B15 → 1  EV=2.86
  [2296/12000] B16 → 1  EV=2.23
  [2297/12000] B17 → 6  EV=4.29
  [2298/12000] B18 → 1  EV=1.94
  [2299/12000] B19 → 6  EV=5.18
  [2300/12000] B20 → 1  EV=2.98

  Checkpoint: 2300/12000 (1.0 prompts/sec)

  [2301/12000] B21 → 1  EV=1.65
  [2302/12000] B22 → 1  EV=3.26
  [2303/12000] B23 → 6  EV=3.78
  [2304/12000] B24 → 1  EV=3.18
  [2305/12000] B25 → 1  EV=2.85
  [2306/12000] B26 → 1  EV=2.97
  [2307/12000] B27 → 1  EV=2.71
  [2308/12000] B28 → 1  EV=2.03
  [2309/12000] B29 → 1  EV=2.73
  [2310/12000] B30 → 1  EV=2.29
  [2311/12000] B01 → 6  EV=5.12
  [2312/12000] B02 → 6  EV=4.16
  [2313/12000] B03 → 1  EV=2.57
  [2314/12000] B04 → 1  EV=2.49
  [2315/12000] B05 → 1  EV=1.73
  [2316/12000] B06 → 1  EV=1.41
  [2317/12000] B07 → 4  EV=3.18
  [2318/12000] B08 → 1  EV=2.73
  [2319/12000] B09 → 1  EV=2.81
  [2320/12000] B10 → 6  EV=5.41
  [2321/12000] B11 → 1  EV=2.07
  [2322/12000] B12 → 6  EV=4.38
  [2323/12000] B13 → 6  EV=5.78
  [2324/12000] B14 → 1  EV=3.00
  [2325/12000] B15 → 1  EV=2.52
  [2326/12000] B16 → 1  EV=1.85
  [2327/12000] B17 → 6  EV=4.71
  [2328/12000] B18 → 1  EV=3.27
  [2329/12000] B19 → 6  EV=5.33
  [2330/12000] B20 → 1  EV=1.98
  [2331/12000] B21 → 1  EV=2.47
  [2332/12000] B22 → 6  EV=4.67
  [2333/12000] B23 → 6  EV=4.68
  [2334/12000] B24 → 1  EV=3.04
  [2335/12000] B25 → 1  EV=1.92
  [2336/12000] B26 → 1  EV=2.77
  [2337/12000] B27 → 1  EV=2.60
  [2338/12000] B28 → 1  EV=2.87
  [2339/12000] B29 → 6  EV=3.79
  [2340/12000] B30 → 1  EV=2.89
  [2341/12000] B01 → 6  EV=4.55
  [2342/12000] B02 → 6  EV=6.16
  [2343/12000] B03 → 6  EV=4.35
  [2344/12000] B04 → 6  EV=5.41
  [2345/12000] B05 → 1  EV=3.75
  [2346/12000] B06 → 1  EV=1.44
  [2347/12000] B07 → 1  EV=3.04
  [2348/12000] B08 → 1  EV=4.22
  [2349/12000] B09 → 1  EV=3.57
  [2350/12000] B10 → 6  EV=5.93
  [2351/12000] B11 → 1  EV=1.81
  [2352/12000] B12 → 6  EV=5.73
  [2353/12000] B13 → 6  EV=4.86
  [2354/12000] B14 → 6  EV=5.09
  [2355/12000] B15 → 6  EV=3.67
  [2356/12000] B16 → 1  EV=2.86
  [2357/12000] B17 → 6  EV=4.78
  [2358/12000] B18 → 6  EV=4.43
  [2359/12000] B19 → 6  EV=4.80
  [2360/12000] B20 → 1  EV=2.51
  [2361/12000] B21 → 1  EV=3.74
  [2362/12000] B22 → 6  EV=4.93
  [2363/12000] B23 → 6  EV=5.39
  [2364/12000] B24 → 3  EV=3.64
  [2365/12000] B25 → 1  EV=2.93
  [2366/12000] B26 → 1  EV=3.05
  [2367/12000] B27 → 1  EV=2.72
  [2368/12000] B28 → 1  EV=3.44
  [2369/12000] B29 → 6  EV=5.37
  [2370/12000] B30 → 6  EV=4.47
  [2371/12000] B01 → 3  EV=3.99
  [2372/12000] B02 → 6  EV=4.61
  [2373/12000] B03 → 1  EV=2.87
  [2374/12000] B04 → 3  EV=3.98
  [2375/12000] B05 → 2  EV=3.30
  [2376/12000] B06 → 1  EV=2.05
  [2377/12000] B07 → 4  EV=3.51
  [2378/12000] B08 → 3  EV=3.33
  [2379/12000] B09 → 4  EV=3.49
  [2380/12000] B10 → 3  EV=3.55
  [2381/12000] B11 → 6  EV=4.25
  [2382/12000] B12 → 1  EV=3.61
  [2383/12000] B13 → 3  EV=3.03
  [2384/12000] B14 → 4  EV=2.96
  [2385/12000] B15 → 4  EV=3.55
  [2386/12000] B16 → 4  EV=3.62
  [2387/12000] B17 → 6  EV=4.49
  [2388/12000] B18 → 1  EV=3.39
  [2389/12000] B19 → 6  EV=3.53
  [2390/12000] B20 → 4  EV=3.82
  [2391/12000] B21 → 2  EV=3.82
  [2392/12000] B22 → 6  EV=4.84
  [2393/12000] B23 → 2  EV=3.37
  [2394/12000] B24 → 3  EV=2.95
  [2395/12000] B25 → 1  EV=2.68
  [2396/12000] B26 → 1  EV=3.10
  [2397/12000] B27 → 4  EV=3.59
  [2398/12000] B28 → 3  EV=3.08
  [2399/12000] B29 → 1  EV=3.07
  [2400/12000] B30 → 3  EV=3.15

  Checkpoint: 2400/12000 (1.0 prompts/sec)

  [2401/12000] B01 → 6  EV=5.76
  [2402/12000] B02 → 6  EV=5.19
  [2403/12000] B03 → 6  EV=4.68
  [2404/12000] B04 → 6  EV=4.93
  [2405/12000] B05 → 4  EV=2.95
  [2406/12000] B06 → 1  EV=2.11
  [2407/12000] B07 → 4  EV=3.44
  [2408/12000] B08 → 3  EV=3.51
  [2409/12000] B09 → 3  EV=3.68
  [2410/12000] B10 → 6  EV=4.94
  [2411/12000] B11 → 6  EV=4.39
  [2412/12000] B12 → 6  EV=5.17
  [2413/12000] B13 → 6  EV=5.85
  [2414/12000] B14 → 6  EV=5.03
  [2415/12000] B15 → 3  EV=3.91
  [2416/12000] B16 → 3  EV=3.39
  [2417/12000] B17 → 6  EV=5.13
  [2418/12000] B18 → 6  EV=4.07
  [2419/12000] B19 → 6  EV=4.45
  [2420/12000] B20 → 6  EV=3.90
  [2421/12000] B21 → 6  EV=4.29
  [2422/12000] B22 → 6  EV=5.02
  [2423/12000] B23 → 6  EV=4.29
  [2424/12000] B24 → 4  EV=4.02
  [2425/12000] B25 → 6  EV=3.99
  [2426/12000] B26 → 3  EV=3.53
  [2427/12000] B27 → 4  EV=3.98
  [2428/12000] B28 → 6  EV=4.32
  [2429/12000] B29 → 6  EV=4.55
  [2430/12000] B30 → 6  EV=4.76
  [2431/12000] B01 → 7  EV=5.47
  [2432/12000] B02 → 1  EV=2.41
  [2433/12000] B03 → 1  EV=2.34
  [2434/12000] B04 → 1  EV=2.55
  [2435/12000] B05 → 1  EV=1.60
  [2436/12000] B06 → 1  EV=1.18
  [2437/12000] B07 → 1  EV=2.75
  [2438/12000] B08 → 1  EV=2.37
  [2439/12000] B09 → 1  EV=2.31
  [2440/12000] B10 → 1  EV=2.24
  [2441/12000] B11 → 2  EV=2.97
  [2442/12000] B12 → 1  EV=2.63
  [2443/12000] B13 → 6  EV=5.57
  [2444/12000] B14 → 1  EV=1.64
  [2445/12000] B15 → 1  EV=2.40
  [2446/12000] B16 → 1  EV=2.63
  [2447/12000] B17 → 6  EV=4.05
  [2448/12000] B18 → 1  EV=1.68
  [2449/12000] B19 → 1  EV=1.64
  [2450/12000] B20 → 1  EV=1.68
  [2451/12000] B21 → 1  EV=1.66
  [2452/12000] B22 → 1  EV=2.14
  [2453/12000] B23 → 1  EV=2.83
  [2454/12000] B24 → 1  EV=2.28
  [2455/12000] B25 → 2  EV=3.12
  [2456/12000] B26 → 1  EV=2.65
  [2457/12000] B27 → 1  EV=1.80
  [2458/12000] B28 → 1  EV=2.36
  [2459/12000] B29 → 6  EV=4.44
  [2460/12000] B30 → 1  EV=3.35
  [2461/12000] B01 → 6  EV=5.97
  [2462/12000] B02 → 6  EV=4.47
  [2463/12000] B03 → 1  EV=3.24
  [2464/12000] B04 → 6  EV=5.90
  [2465/12000] B05 → 1  EV=1.88
  [2466/12000] B06 → 1  EV=1.08
  [2467/12000] B07 → 1  EV=2.78
  [2468/12000] B08 → 7  EV=5.42
  [2469/12000] B09 → 1  EV=3.39
  [2470/12000] B10 → 6  EV=6.25
  [2471/12000] B11 → 6  EV=4.27
  [2472/12000] B12 → 7  EV=6.16
  [2473/12000] B13 → 6  EV=5.43
  [2474/12000] B14 → 6  EV=5.62
  [2475/12000] B15 → 3  EV=3.71
  [2476/12000] B16 → 1  EV=3.86
  [2477/12000] B17 → 6  EV=4.38
  [2478/12000] B18 → 6  EV=4.34
  [2479/12000] B19 → 6  EV=4.64
  [2480/12000] B20 → 1  EV=3.66
  [2481/12000] B21 → 3  EV=4.22
  [2482/12000] B22 → 6  EV=5.83
  [2483/12000] B23 → 6  EV=5.29
  [2484/12000] B24 → 6  EV=3.89
  [2485/12000] B25 → 6  EV=4.17
  [2486/12000] B26 → 6  EV=3.72
  [2487/12000] B27 → 1  EV=2.49
  [2488/12000] B28 → 6  EV=4.48
  [2489/12000] B29 → 1  EV=2.44
  [2490/12000] B30 → 6  EV=3.93
  [2491/12000] B01 → 3  EV=3.00
  [2492/12000] B02 → 1  EV=3.46
  [2493/12000] B03 → 1  EV=1.78
  [2494/12000] B04 → 3  EV=3.15
  [2495/12000] B05 → 4  EV=3.54
  [2496/12000] B06 → 1  EV=2.07
  [2497/12000] B07 → 1  EV=2.78
  [2498/12000] B08 → 1  EV=2.37
  [2499/12000] B09 → 3  EV=3.52
  [2500/12000] B10 → 1  EV=2.47

  Checkpoint: 2500/12000 (1.0 prompts/sec)

  [2501/12000] B11 → 3  EV=3.29
  [2502/12000] B12 → 1  EV=2.70
  [2503/12000] B13 → 3  EV=2.76
  [2504/12000] B14 → 3  EV=2.69
  [2505/12000] B15 → 3  EV=3.43
  [2506/12000] B16 → 3  EV=3.05
  [2507/12000] B17 → 6  EV=4.11
  [2508/12000] B18 → 1  EV=2.17
  [2509/12000] B19 → 1  EV=2.29
  [2510/12000] B20 → 1  EV=2.84
  [2511/12000] B21 → 3  EV=2.41
  [2512/12000] B22 → 4  EV=3.66
  [2513/12000] B23 → 4  EV=4.08
  [2514/12000] B24 → 3  EV=3.22
  [2515/12000] B25 → 3  EV=3.08
  [2516/12000] B26 → 1  EV=2.56
  [2517/12000] B27 → 3  EV=2.70
  [2518/12000] B28 → 3  EV=2.94
  [2519/12000] B29 → 1  EV=2.36
  [2520/12000] B30 → 3  EV=2.57
  [2521/12000] B01 → 6  EV=4.60
  [2522/12000] B02 → 6  EV=4.96
  [2523/12000] B03 → 3  EV=3.43
  [2524/12000] B04 → 6  EV=5.16
  [2525/12000] B05 → 1  EV=2.40
  [2526/12000] B06 → 1  EV=1.44
  [2527/12000] B07 → 1  EV=2.52
  [2528/12000] B08 → 6  EV=3.74
  [2529/12000] B09 → 1  EV=3.14
  [2530/12000] B10 → 6  EV=4.57
  [2531/12000] B11 → 6  EV=4.28
  [2532/12000] B12 → 6  EV=4.46
  [2533/12000] B13 → 6  EV=4.81
  [2534/12000] B14 → 6  EV=4.90
  [2535/12000] B15 → 3  EV=3.46
  [2536/12000] B16 → 3  EV=3.15
  [2537/12000] B17 → 6  EV=4.25
  [2538/12000] B18 → 6  EV=4.31
  [2539/12000] B19 → 6  EV=4.08
  [2540/12000] B20 → 6  EV=3.83
  [2541/12000] B21 → 6  EV=4.34
  [2542/12000] B22 → 6  EV=5.52
  [2543/12000] B23 → 1  EV=3.44
  [2544/12000] B24 → 3  EV=3.20
  [2545/12000] B25 → 1  EV=3.04
  [2546/12000] B26 → 1  EV=3.12
  [2547/12000] B27 → 1  EV=2.77
  [2548/12000] B28 → 3  EV=3.41
  [2549/12000] B29 → 6  EV=4.06
  [2550/12000] B30 → 6  EV=4.46
  [2551/12000] B01 → 1  EV=2.99
  [2552/12000] B02 → 1  EV=2.73
  [2553/12000] B03 → 2  EV=2.77
  [2554/12000] B04 → 1  EV=2.25
  [2555/12000] B05 → 1  EV=2.49
  [2556/12000] B06 → 1  EV=2.79
  [2557/12000] B07 → 4  EV=3.75
  [2558/12000] B08 → 1  EV=2.32
  [2559/12000] B09 → 4  EV=3.60
  [2560/12000] B10 → 1  EV=2.98
  [2561/12000] B11 → 6  EV=3.59
  [2562/12000] B12 → 1  EV=2.98
  [2563/12000] B13 → 6  EV=5.27
  [2564/12000] B14 → 1  EV=2.42
  [2565/12000] B15 → 4  EV=3.69
  [2566/12000] B16 → 1  EV=2.68
  [2567/12000] B17 → 6  EV=4.16
  [2568/12000] B18 → 6  EV=4.02
  [2569/12000] B19 → 1  EV=2.12
  [2570/12000] B20 → 4  EV=3.82
  [2571/12000] B21 → 1  EV=2.43
  [2572/12000] B22 → 1  EV=2.92
  [2573/12000] B23 → 1  EV=2.39
  [2574/12000] B24 → 1  EV=2.64
  [2575/12000] B25 → 1  EV=2.90
  [2576/12000] B26 → 1  EV=3.27
  [2577/12000] B27 → 2  EV=3.05
  [2578/12000] B28 → 3  EV=3.39
  [2579/12000] B29 → 1  EV=3.17
  [2580/12000] B30 → 1  EV=2.71
  [2581/12000] B01 → 6  EV=4.55
  [2582/12000] B02 → 6  EV=3.68
  [2583/12000] B03 → 6  EV=3.65
  [2584/12000] B04 → 6  EV=5.08
  [2585/12000] B05 → 1  EV=2.17
  [2586/12000] B06 → 1  EV=1.30
  [2587/12000] B07 → 1  EV=2.84
  [2588/12000] B08 → 1  EV=2.46
  [2589/12000] B09 → 4  EV=3.61
  [2590/12000] B10 → 6  EV=4.66
  [2591/12000] B11 → 6  EV=3.67
  [2592/12000] B12 → 6  EV=5.13
  [2593/12000] B13 → 6  EV=5.15
  [2594/12000] B14 → 6  EV=4.29
  [2595/12000] B15 → 3  EV=3.65
  [2596/12000] B16 → 1  EV=2.47
  [2597/12000] B17 → 6  EV=4.48
  [2598/12000] B18 → 6  EV=4.41
  [2599/12000] B19 → 1  EV=3.27
  [2600/12000] B20 → 3  EV=3.52

  Checkpoint: 2600/12000 (1.0 prompts/sec)

  [2601/12000] B21 → 6  EV=3.91
  [2602/12000] B22 → 6  EV=5.37
  [2603/12000] B23 → 1  EV=2.69
  [2604/12000] B24 → 3  EV=3.36
  [2605/12000] B25 → 3  EV=2.60
  [2606/12000] B26 → 3  EV=3.08
  [2607/12000] B27 → 1  EV=2.91
  [2608/12000] B28 → 6  EV=3.65
  [2609/12000] B29 → 6  EV=5.24
  [2610/12000] B30 → 6  EV=4.17
  [2611/12000] B01 → 6  EV=5.75
  [2612/12000] B02 → 6  EV=5.77
  [2613/12000] B03 → 3  EV=3.80
  [2614/12000] B04 → 6  EV=5.11
  [2615/12000] B05 → 4  EV=3.96
  [2616/12000] B06 → 1  EV=2.27
  [2617/12000] B07 → 4  EV=3.77
  [2618/12000] B08 → 6  EV=4.55
  [2619/12000] B09 → 4  EV=3.80
  [2620/12000] B10 → 4  EV=4.55
  [2621/12000] B11 → 6  EV=4.64
  [2622/12000] B12 → 6  EV=4.93
  [2623/12000] B13 → 6  EV=5.19
  [2624/12000] B14 → 4  EV=4.29
  [2625/12000] B15 → 3  EV=3.89
  [2626/12000] B16 → 4  EV=3.52
  [2627/12000] B17 → 6  EV=4.89
  [2628/12000] B18 → 6  EV=4.48
  [2629/12000] B19 → 6  EV=5.02
  [2630/12000] B20 → 6  EV=4.58
  [2631/12000] B21 → 4  EV=4.20
  [2632/12000] B22 → 6  EV=5.83
  [2633/12000] B23 → 3  EV=3.54
  [2634/12000] B24 → 4  EV=3.71
  [2635/12000] B25 → 4  EV=3.86
  [2636/12000] B26 → 3  EV=3.70
  [2637/12000] B27 → 4  EV=3.52
  [2638/12000] B28 → 6  EV=4.36
  [2639/12000] B29 → 6  EV=4.87
  [2640/12000] B30 → 6  EV=5.00
  [2641/12000] B01 → 6  EV=4.86
  [2642/12000] B02 → 1  EV=2.99
  [2643/12000] B03 → 3  EV=2.77
  [2644/12000] B04 → 3  EV=2.88
  [2645/12000] B05 → 1  EV=2.48
  [2646/12000] B06 → 1  EV=2.22
  [2647/12000] B07 → 4  EV=3.29
  [2648/12000] B08 → 1  EV=2.88
  [2649/12000] B09 → 3  EV=3.54
  [2650/12000] B10 → 3  EV=3.65
  [2651/12000] B11 → 3  EV=3.50
  [2652/12000] B12 → 7  EV=4.73
  [2653/12000] B13 → 2  EV=3.58
  [2654/12000] B14 → 4  EV=4.13
  [2655/12000] B15 → 3  EV=2.91
  [2656/12000] B16 → 2  EV=2.88
  [2657/12000] B17 → 4  EV=4.46
  [2658/12000] B18 → 1  EV=3.38
  [2659/12000] B19 → 1  EV=2.81
  [2660/12000] B20 → 3  EV=3.90
  [2661/12000] B21 → 3  EV=2.70
  [2662/12000] B22 → 3  EV=3.37
  [2663/12000] B23 → 6  EV=4.46
  [2664/12000] B24 → 3  EV=2.96
  [2665/12000] B25 → 3  EV=3.70
  [2666/12000] B26 → 3  EV=3.27
  [2667/12000] B27 → 3  EV=3.06
  [2668/12000] B28 → 3  EV=3.78
  [2669/12000] B29 → 1  EV=3.03
  [2670/12000] B30 → 3  EV=3.18
  [2671/12000] B01 → 6  EV=4.92
  [2672/12000] B02 → 7  EV=6.35
  [2673/12000] B03 → 3  EV=3.17
  [2674/12000] B04 → 6  EV=4.70
  [2675/12000] B05 → 6  EV=4.13
  [2676/12000] B06 → 1  EV=1.12
  [2677/12000] B07 → 1  EV=3.25
  [2678/12000] B08 → 1  EV=3.52
  [2679/12000] B09 → 1  EV=3.33
  [2680/12000] B10 → 6  EV=5.81
  [2681/12000] B11 → 6  EV=4.05
  [2682/12000] B12 → 6  EV=4.34
  [2683/12000] B13 → 6  EV=4.01
  [2684/12000] B14 → 6  EV=5.21
  [2685/12000] B15 → 6  EV=3.56
  [2686/12000] B16 → 6  EV=4.11
  [2687/12000] B17 → 6  EV=4.87
  [2688/12000] B18 → 6  EV=4.32
  [2689/12000] B19 → 6  EV=4.99
  [2690/12000] B20 → 1  EV=2.74
  [2691/12000] B21 → 6  EV=4.17
  [2692/12000] B22 → 6  EV=4.25
  [2693/12000] B23 → 6  EV=4.47
  [2694/12000] B24 → 6  EV=3.56
  [2695/12000] B25 → 1  EV=2.96
  [2696/12000] B26 → 1  EV=2.57
  [2697/12000] B27 → 1  EV=3.12
  [2698/12000] B28 → 6  EV=3.70
  [2699/12000] B29 → 1  EV=3.30
  [2700/12000] B30 → 6  EV=3.90

  Checkpoint: 2700/12000 (1.0 prompts/sec)

  [2701/12000] B01 → 1  EV=3.21
  [2702/12000] B02 → 1  EV=3.47
  [2703/12000] B03 → 1  EV=2.92
  [2704/12000] B04 → 1  EV=3.22
  [2705/12000] B05 → 1  EV=3.04
  [2706/12000] B06 → 1  EV=2.45
  [2707/12000] B07 → 1  EV=3.02
  [2708/12000] B08 → 1  EV=3.10
  [2709/12000] B09 → 1  EV=2.99
  [2710/12000] B10 → 1  EV=3.23
  [2711/12000] B11 → 1  EV=3.50
  [2712/12000] B12 → 1  EV=3.22
  [2713/12000] B13 → 6  EV=4.87
  [2714/12000] B14 → 4  EV=3.65
  [2715/12000] B15 → 3  EV=3.01
  [2716/12000] B16 → 1  EV=3.36
  [2717/12000] B17 → 6  EV=3.91
  [2718/12000] B18 → 1  EV=3.08
  [2719/12000] B19 → 1  EV=2.50
  [2720/12000] B20 → 1  EV=2.45
  [2721/12000] B21 → 1  EV=3.11
  [2722/12000] B22 → 6  EV=4.23
  [2723/12000] B23 → 1  EV=3.44
  [2724/12000] B24 → 1  EV=2.98
  [2725/12000] B25 → 1  EV=2.68
  [2726/12000] B26 → 1  EV=3.08
  [2727/12000] B27 → 1  EV=2.93
  [2728/12000] B28 → 1  EV=3.29
  [2729/12000] B29 → 6  EV=3.84
  [2730/12000] B30 → 1  EV=3.04
  [2731/12000] B01 → 3  EV=3.43
  [2732/12000] B02 → 1  EV=2.53
  [2733/12000] B03 → 4  EV=3.27
  [2734/12000] B04 → 3  EV=2.41
  [2735/12000] B05 → 4  EV=3.83
  [2736/12000] B06 → 1  EV=2.54
  [2737/12000] B07 → 4  EV=3.29
  [2738/12000] B08 → 1  EV=2.74
  [2739/12000] B09 → 4  EV=4.01
  [2740/12000] B10 → 6  EV=4.70
  [2741/12000] B11 → 3  EV=3.33
  [2742/12000] B12 → 1  EV=2.90
  [2743/12000] B13 → 4  EV=4.24
